"","frci","Band_2","Band_3","Band_4","Band_5","Band_6","Band_7","cluster"
"1308",0.997,0.005,0.02,0.01,0.219,0.086,0.038,1
"1309",0.957,0.011,0.023,0.013,0.267,0.133,0.054,1
"1310",0.996,0.011,0.033,0.019,0.339,0.157,0.068,1
"1311",0.984,0.126,0.127,0.112,0.403,0.241,0.165,1
"1312",0.977,0.012,0.025,0.015,0.247,0.099,0.043,1
"1313",0.913,0.083,0.093,0.081,0.329,0.19,0.117,1
"1314",0.961,0.011,0.031,0.02,0.377,0.168,0.072,1
"1315",0.983,0.012,0.032,0.017,0.345,0.157,0.069,1
"1316",0.975,0.012,0.019,0.012,0.151,0.065,0.031,1
"1317",0.953,0.219,0.212,0.211,0.474,0.37,0.278,1
"1318",0.92,0.013,0.035,0.019,0.363,0.211,0.1,1
"1319",0.991,0.037,0.058,0.041,0.377,0.186,0.096,1
"1320",0.931,0.609,0.591,0.594,0.639,0.633,0.619,2
"1321",0.999,0.058,0.071,0.055,0.429,0.211,0.116,1
"1322",0.997,0.008,0.026,0.016,0.344,0.14,0.058,1
"1323",0.997,0.007,0.025,0.013,0.303,0.132,0.056,1
"1324",0.953,0.01,0.019,0.012,0.159,0.059,0.029,1
"1325",0.953,0.014,0.031,0.018,0.273,0.155,0.072,1
"1326",0.9,0.018,0.043,0.024,0.406,0.184,0.084,1
"1327",0.965,0.016,0.036,0.021,0.348,0.152,0.067,1
"1328",0.966,0.022,0.04,0.022,0.357,0.164,0.073,1
"1329",0.914,0.014,0.037,0.02,0.349,0.17,0.073,1
"1330",0.927,0.01,0.029,0.015,0.327,0.16,0.071,1
"1331",0.973,0.159,0.173,0.163,0.465,0.332,0.251,1
"1332",0.981,0.009,0.028,0.016,0.351,0.145,0.061,1
"1333",0.973,0.004,0.012,0.006,0.116,0.045,0.02,1
"1334",0.975,0.009,0.029,0.016,0.336,0.154,0.066,1
"1335",0.995,0.013,0.045,0.022,0.43,0.192,0.083,1
"1336",0.98,0.007,0.024,0.015,0.284,0.127,0.055,1
"1337",0.999,0.009,0.03,0.017,0.315,0.146,0.063,1
"1338",0.972,0.011,0.011,0.009,0.059,0.026,0.014,1
"1339",0.994,0.051,0.054,0.05,0.131,0.096,0.068,1
"1340",0.91,0.015,0.032,0.019,0.325,0.157,0.071,1
"1341",0.996,0.01,0.029,0.016,0.336,0.154,0.068,1
"1342",0.961,0.016,0.034,0.019,0.362,0.155,0.067,1
"1343",0.96,0.014,0.031,0.017,0.332,0.14,0.062,1
"1344",0.997,0.01,0.027,0.015,0.312,0.151,0.07,1
"1345",0.92,0.012,0.033,0.022,0.312,0.161,0.076,1
"1346",0.925,0.008,0.013,0.008,0.107,0.049,0.023,1
"1347",0.954,0.068,0.091,0.083,0.233,0.216,0.152,1
"1348",0.994,0.015,0.041,0.022,0.423,0.183,0.082,1
"1349",0.983,0.03,0.051,0.034,0.361,0.18,0.087,1
"1350",0.96,0.015,0.018,0.014,0.069,0.035,0.022,1
"1351",0.985,0.012,0.026,0.014,0.224,0.113,0.046,1
"1352",0.976,0.016,0.037,0.021,0.382,0.16,0.074,1
"1353",0.98,0.013,0.015,0.011,0.094,0.039,0.019,1
"1354",0.986,0.007,0.023,0.013,0.305,0.136,0.057,1
"1355",0.949,0.222,0.24,0.23,0.448,0.349,0.322,1
"1356",0.963,0.167,0.18,0.176,0.343,0.288,0.207,1
"1357",0.947,0.008,0.025,0.016,0.304,0.137,0.06,1
"1358",0.953,0.337,0.286,0.292,0.462,0.35,0.3,1
"1359",0.959,0.013,0.041,0.021,0.464,0.214,0.097,1
"1360",0.931,0.015,0.033,0.019,0.332,0.158,0.075,1
"1361",0.991,0.018,0.038,0.025,0.355,0.18,0.085,1
"1362",0.998,0.01,0.029,0.017,0.321,0.143,0.062,1
"1363",0.988,0.009,0.028,0.014,0.357,0.15,0.069,1
"1364",0.917,0.007,0.007,0.006,0.044,0.017,0.009,1
"1365",0.975,0.014,0.03,0.019,0.313,0.156,0.067,1
"1366",0.952,0.004,0.012,0.006,0.117,0.048,0.02,1
