"","frci","Band_2","Band_3","Band_4","Band_5","Band_6","Band_7","cluster"
"743",0.615,0.289,0.318,0.284,0.423,0.151,0.072,1
"744",0.663,0.249,0.288,0.25,0.559,0.252,0.135,1
"745",0.646,0.191,0.2,0.195,0.505,0.258,0.164,1
"746",0.645,0.046,0.039,0.052,0.708,0.26,0.111,1
"747",0.629,0.313,0.246,0.27,0.444,0.518,0.385,1
"748",0.65,0.158,0.165,0.134,0.747,0.37,0.192,1
"749",0.695,0.103,0.098,0.075,0.687,0.272,0.128,1
"750",0.649,0.037,0.059,0.043,0.771,0.299,0.136,1
"751",0.709,0.059,0.068,0.054,0.826,0.265,0.106,1
"752",0.799,0.088,0.047,0.052,0.667,0.204,0.089,1
"753",0.711,0.075,0.096,0.062,0.709,0.254,0.115,1
"754",0.725,0.104,0.113,0.083,0.778,0.293,0.14,1
"755",0.722,0.06,0.038,0.038,0.78,0.23,0.098,1
"756",0.721,0.04,0.03,0.053,0.682,0.268,0.117,1
"757",0.765,0.06,0.06,0.048,0.731,0.25,0.123,1
"758",0.757,0.154,0.108,0.11,0.626,0.286,0.165,1
"759",0.723,0.038,0.047,0.052,0.694,0.252,0.108,1
"760",0.704,0.289,0.317,0.281,0.504,0.241,0.119,1
"761",0.773,0.179,0.201,0.175,0.566,0.218,0.1,1
"762",0.79,0.117,0.109,0.09,0.774,0.293,0.134,1
"763",0.784,0.1,0.14,0.09,0.713,0.27,0.12,1
"764",0.8,0.092,0.091,0.073,0.711,0.253,0.114,1
"765",0.724,0.202,0.21,0.168,0.709,0.267,0.116,1
"766",0.783,0.158,0.153,0.152,0.56,0.246,0.131,1
"767",0.767,0.07,0.063,0.063,0.716,0.29,0.139,1
"768",0.754,0.051,0.072,0.065,0.776,0.287,0.126,1
"769",0.72,0.183,0.189,0.183,0.538,0.265,0.147,1
"770",0.709,0.149,0.127,0.11,0.7,0.255,0.115,1
"771",0.797,0.202,0.242,0.212,0.584,0.199,0.086,1
"772",0.791,0.098,0.071,0.065,0.707,0.221,0.101,1
"773",0.709,0.182,0.175,0.167,0.691,0.395,0.248,1
"774",0.795,0.041,0.05,0.049,0.774,0.284,0.119,1
"775",0.728,0.031,0.093,0.04,0.898,0.307,0.121,1
"776",0.785,0.05,0.077,0.063,0.598,0.214,0.091,1
"777",0.71,0.113,0.09,0.08,0.704,0.255,0.122,1
"778",0.775,0.059,0.056,0.056,0.776,0.235,0.096,1
"779",0.74,0.043,0.018,0.047,0.652,0.249,0.11,1
"780",0.761,0.106,0.096,0.073,0.76,0.264,0.124,1
"781",0.743,0.141,0.129,0.124,0.726,0.293,0.145,1
"782",0.795,0.158,0.174,0.174,0.56,0.243,0.123,1
"783",0.782,0.109,0.089,0.09,0.714,0.295,0.136,1
"784",0.801,0.26,0.311,0.272,0.542,0.247,0.135,1
"785",0.784,0.127,0.123,0.08,0.78,0.274,0.124,1
"786",0.744,0.063,0.045,0.045,0.741,0.222,0.093,1
"787",0.75,0.306,0.34,0.321,0.584,0.265,0.124,1
"788",0.79,0.048,0.082,0.069,0.636,0.207,0.082,1
"789",0.782,0.05,0.085,0.052,0.635,0.229,0.094,1
"790",0.716,0.234,0.272,0.248,0.525,0.28,0.156,1
"791",0.724,0.061,0.063,0.046,0.785,0.268,0.113,1
"792",0.754,0.119,0.095,0.113,0.536,0.291,0.165,1
"793",0.715,0.096,0.085,0.064,0.771,0.301,0.133,1
"794",0.717,0.111,0.094,0.073,0.77,0.289,0.122,1
"795",0.717,0.07,0.111,0.077,0.846,0.31,0.131,1
"796",0.763,0.025,0.011,0.028,0.623,0.177,0.077,1
"797",0.774,0.159,0.201,0.13,0.817,0.301,0.132,1
"798",0.762,0.097,0.089,0.097,0.633,0.298,0.163,1
"799",0.754,0.05,0.041,0.035,0.831,0.234,0.094,1
"800",0.766,0.114,0.088,0.08,0.659,0.283,0.143,1
"801",0.763,0.096,0.138,0.097,0.545,0.207,0.086,1
"802",0.707,0.067,0.05,0.05,0.721,0.24,0.106,1
"803",0.727,0.122,0.104,0.093,0.752,0.286,0.128,1
"804",0.783,0.097,0.097,0.067,0.751,0.239,0.1,1
"805",0.713,0.214,0.253,0.167,0.837,0.337,0.152,1
"806",0.799,0.126,0.104,0.093,0.757,0.298,0.144,1
"807",0.732,0.054,0.088,0.071,0.722,0.216,0.088,1
"808",0.75,0.114,0.086,0.075,0.742,0.264,0.114,1
"809",0.731,0.084,0.079,0.085,0.633,0.275,0.135,1
"810",0.77,0.105,0.059,0.054,0.706,0.212,0.097,1
"811",0.767,0.045,0.033,0.047,0.615,0.195,0.086,1
"812",0.731,0.051,0.047,0.038,0.779,0.222,0.095,1
"813",0.716,0.04,0.112,0.047,0.885,0.29,0.115,1
"814",0.765,0.08,0.066,0.065,0.695,0.261,0.118,1
"815",0.771,0.097,0.092,0.078,0.727,0.301,0.14,1
"816",0.723,0.114,0.092,0.08,0.703,0.251,0.119,1
"817",0.794,0.127,0.125,0.089,0.816,0.303,0.145,1
"818",0.705,0.142,0.112,0.093,0.751,0.271,0.132,1
"819",0.755,0.174,0.173,0.172,0.489,0.227,0.139,1
"820",0.791,0.129,0.201,0.121,0.744,0.32,0.142,1
"821",0.788,0.099,0.115,0.069,0.778,0.253,0.106,1
"822",0.786,0.116,0.08,0.07,0.698,0.225,0.096,1
"823",0.8,0.038,0.081,0.047,0.776,0.28,0.115,1
"824",0.715,0.093,0.077,0.05,0.779,0.256,0.105,1
"825",0.775,0.308,0.325,0.299,0.625,0.282,0.138,1
"826",0.736,0.094,0.068,0.061,0.713,0.252,0.114,1
"827",0.763,0.094,0.058,0.061,0.71,0.245,0.111,1
"828",0.756,0.049,0.095,0.054,0.791,0.268,0.109,1
"829",0.717,0.125,0.117,0.087,0.718,0.24,0.103,1
"830",0.749,0.069,0.106,0.086,0.819,0.32,0.151,1
"831",0.786,0.108,0.093,0.08,0.66,0.257,0.118,1
"832",0.757,0.061,0.04,0.047,0.642,0.219,0.1,1
"833",0.791,0.119,0.146,0.115,0.683,0.251,0.124,1
"834",0.751,0.144,0.156,0.158,0.686,0.334,0.194,1
"835",0.76,0.048,0.051,0.05,0.774,0.276,0.113,1
"836",0.783,0.069,0.099,0.078,0.845,0.312,0.135,1
"837",0.775,0.062,0.064,0.051,0.773,0.249,0.106,1
"838",0.744,0.18,0.149,0.151,0.576,0.353,0.217,1
"839",0.737,0.112,0.099,0.11,0.649,0.322,0.177,1
"840",0.786,0.149,0.192,0.142,0.704,0.303,0.156,1
"841",0.716,0.069,0.041,0.042,0.715,0.214,0.089,1
"842",0.759,0.058,0.083,0.056,0.777,0.283,0.134,1
"843",0.731,0.111,0.072,0.064,0.683,0.187,0.076,1
"844",0.799,0.233,0.142,0.113,0.78,0.302,0.15,1
"845",0.748,0.136,0.108,0.092,0.687,0.273,0.124,1
"846",0.753,0.02,0.037,0.025,0.787,0.266,0.107,1
"847",0.732,0.04,0.075,0.042,0.837,0.288,0.12,1
